sqft_living,price
960,432000
3910,1695000
2590,479000
3080,475000
1630,415000
910,450000
2780,1140000
3880,430000
1360,296000
2560,303000
2600,641000
1220,280000
1560,260750
2080,601000
1490,255000
2020,555000
1530,865000
3450,1388000
1400,315000
1730,200000
1370,357000
1050,390000
2840,462000
1010,174500
1210,305000
1720,449000
2710,260000
3110,751000
1250,370037
1900,229950
1740,349000
2070,348000
3030,1220000
3610,510000
1520,265000
2780,1250000
5545,937500
2590,485000
1150,489000
920,400000
2110,638000
1170,440000
1900,305000
1900,649950
3290,680000
2660,629000
2160,555000
2700,669000
1980,272000
2600,270000
1280,215000
1710,690000
1270,256000
1890,255000
3440,550000
1190,410000
1030,410000
1240,259000
1730,292000
4610,1648000
1590,518000
1760,485000
1330,259500
2340,354000
3740,999950
1150,464500
1750,300000
3890,1080000
1770,309950
1160,315000
1440,499950
2600,780000
2640,885000
1010,500000
1840,329000
1720,246000
1280,405000
1700,349000
1980,374950
1160,306000
1980,416000
1960,560000
1270,260000
2060,306500
1980,299950
1450,265500
1200,219000
1830,365000
2090,499000
1510,366000
1310,514950
3790,875000
2240,831000
2740,689900
1660,315000
2460,355000
1480,336500
2640,1100000
1900,375000
2860,289275
3440,455000
1640,505000
1450,450000
2300,567500
1460,265000
1570,340000
1540,375000
3300,920000
2130,850000
1010,202000
2420,725000
3870,900000
1960,680200
1170,216500
1890,325000
2250,675000
750,435000
1610,263500
2590,550000
2520,875000
1340,246600
1460,337000
1380,240000
1510,490000
2510,510000
910,305000
1970,350000
1540,284200
1980,357000
3150,854000
4700,1175000
2300,1000000
1880,616500
2640,750000
3900,650000
2670,275000
1840,540000
1120,225000
2970,845000
1410,490000
3060,753000
2490,475000
840,124000
840,224000
1130,485000
1850,230000
2330,372000
1880,306000
2980,905000
1440,440000
1630,280000
1778,435000
1930,425000
1130,204950
1650,670000
820,475000
2900,352000
2330,575000
4440,1730000
1660,491000
3020,750000
1850,830000
5960,1140000
960,137124
1150,225000
2130,732600
2460,818000
2360,431000
1320,304000
1910,650000
1610,450000
1610,269000
1160,875000
2870,890000
2280,565000
1370,448175
1470,235000
2970,680000
1460,629000
1570,494000
2880,1100000
1900,450000
2020,330000
3110,960000
2390,360000
2150,378000
1340,499950
1990,450000
1600,523500
2680,600000
2080,290000
1340,176000
2590,885000
1240,483000
1310,240000
2530,720000
1780,311000
1600,332500
1570,164950
1570,371000
1650,264500
2920,1738000
870,503000
2830,738000
980,393000
990,280000
2360,260000
1000,505000
1660,241000
1520,530000
1180,713000
1770,487000
980,128000
1840,210500
1810,420000
1780,679000
2840,784950
2650,352000
1270,386000
1260,335000
1750,472500
2680,599950
3830,963990
1610,735000
3840,858450
2670,665000
2000,290000
860,250000
1420,192500
2060,350000
2790,518000
1410,563000
2420,375000
1460,400000
2460,240000
1000,317500
4420,1315000
1240,234000
1740,645000
1280,649000
2520,605000
1500,337900
2490,535000
1530,325000
1740,429950
3550,775000
1280,650000
2320,1200000
1140,275000
3930,575000
2370,540000
2340,640000
1240,275000
2740,672800
1940,495000
2950,820000
1980,475000
2850,1275000
1160,380000
2130,397500
2420,352000
2820,893880
3710,635000
1770,420000
1260,503000
2330,689000
2490,749500
4090,1150000
2800,563500
2440,480000
2540,374950
1600,308950
2680,445000
1220,237200
1550,453500
2080,616500
5000,1250000
630,396000
1070,210000
1900,539000
2960,605000
1490,437500
1500,215000
2410,440000
2000,525000
1140,319900
1120,335000
2900,485000
3220,359999
2500,799000
1610,280000
2250,1050000
1240,290000
1660,235000
2080,495000
1880,290000
1050,230000
1480,234000
2420,597400
2190,370000
2660,755000
2430,342000
770,497000
3060,835000
2920,730000
1370,655000
1870,205000
1800,632750
2100,330000
2530,527500
3290,716500
1890,388500
1680,530000
2170,419000
1200,385000
2990,655000
3770,1695000
1020,279000
1700,262000
1550,533000
1680,640000
1680,285000
1910,458400
3160,620000
2020,465000
3210,690000
2350,462500
1910,369950
840,124500
2620,950000
1220,418000
1060,160000
2200,457000
2120,530000
1250,385000
1440,491000
1890,521000
1140,255000
2840,292050
1880,326000
750,300000
1630,291600
1720,435000
1600,465000
1230,200000
1610,238000
1320,455000
2180,230000
2190,808000
1490,578500
1463,390000
1800,517500
2880,755000
1250,579500
1670,649950
2000,228000
2280,665000
2110,689000
2520,560000
1590,529000
2100,375000
2090,325000
3390,583000
790,330000
1970,262000
2870,555000
1110,585000
1940,425590
720,235000
710,362362
1370,252000
2690,439000
3360,465000
1500,249900
2600,665000
1160,370000
1430,620000
1870,375000
2560,552625
1160,315500
1680,620000
2010,510000
2540,652500
3240,574000
2670,430000
1080,390000
1430,466500
1290,315000
1240,220000
1840,325000
1120,365000
2100,356000
2030,380000
2030,579000
890,682000
1750,499000
1300,333760
2650,745000
1750,380000
1440,435000
1700,520000
3920,965000
1470,270000
2520,1100000
2140,577500
1550,650000
3180,1227500
6510,1900000
1440,475000
1150,200000
2320,397000
1230,383610
2060,275000
2783,840000
2140,365000
1420,362000
2090,350000
1320,200000
2300,299000
3050,555000
2960,1326000
2520,896000
1740,550000
1300,324500
1170,312500
1946,485000
1250,511000
1230,139500
2180,464000
1740,255000
3830,679975
2250,624800
2590,920000
2090,1365000
2400,510000
2260,289659
2910,585000
3640,555000
3770,940000
1600,460000
2110,319000
1720,280000
1100,250000
2620,749950
3090,458000
1890,465000
1850,580000
3100,700000
2506,350000
1700,456000
1550,290000
2200,475000
1890,285000
1140,309000
3740,860000
1940,219000
2130,546500
1470,338000
1070,505000
1680,340000
2730,678000
1890,800000
1080,112000
1440,252000
2540,335000
2300,610000
1690,245000
1800,493500
1770,596500
1190,245000
1320,333500
1290,373000
3000,759900
1358,317000
1220,670000
2720,985000
1060,310000
3020,750000
1640,408000
3870,900000
2860,460000
1740,339000
1140,660000
3290,449950
1210,235000
3320,769000
1350,428000
1990,445000
2060,462000
1460,775000
2250,605000
950,193500
3140,389950
3560,790000
1410,442000
2770,890000
1864,235000
1930,495000
3870,600000
2020,1400000
1300,251000
3410,471000
2370,597000
2770,804000
1250,357000
1690,419990
3040,725000
2710,275000
1190,445000
2300,510000
1360,330000
1500,270000
1610,495000
1420,225000
1750,716528
1510,260000
2330,471000
2690,690000
1700,548000
1020,505000
1160,325000
2450,682000
2010,605000
1370,276200
1370,530000
1990,245000
2790,654950
780,221900
2240,466000
2210,383150
1390,657100
1800,539000
3320,400000
1960,215000
850,489000
2980,649000
1980,700000
790,268500
1800,515000
2260,685000
800,305000
2490,950000
1610,292500
1850,270000
1850,450000
1920,535000
1740,550000
1430,457500
1420,136500
1420,224097
1560,254000
2030,335000
3280,594950
1360,350000
1180,169950
1940,432500
1300,440000
1650,233703
1140,310000
2540,735000
3440,730000
1800,257000
1260,485000
2370,899000
1520,279000
1750,225000
2680,1355000
1590,355000
1560,382500
2000,324360
2380,315000
2230,426000
2820,395000
1570,212644
1845,510000
830,85000
830,235000
2030,295000
1430,720001
1510,313950
1510,415000
1610,305000
1600,625000
1420,490000
1660,269950
4230,2700000
3310,829000
2470,635000
1040,217500
1850,270000
4610,1245000
2480,480000
2130,575000
2350,426950
920,125000
920,208000
1780,325000
2690,597157
3010,728725
3180,708000
4120,1300000
1280,405000
1690,550000
2320,451000
3090,540500
5050,1025000
1640,218000
2170,562000
3140,401500
1090,196700
1930,583000
2100,309900
3110,485000
930,465000
2050,595000
1160,254000
1820,488500
2110,260000
870,166000
1080,440000
1260,375000
900,529500
750,338000
1800,335620
2220,464000
1390,354000
2160,601000
1840,285000
1690,462500
2650,350000
1120,329000
2500,312500
2220,370000
1260,399900
1480,398000
930,550500
2780,709000
2770,402000
1530,450000
2140,524000
4600,800000
1760,185000
1760,365000
3110,925000
2260,714000
1460,495000
2050,535000
2340,880000
1230,150000
1880,554500
1280,520000
3660,839990
1650,500000
1960,305000
1580,247800
2490,344200
2000,459950
1550,229900
2820,750000
2600,509000
2200,680000
2500,661500
1270,370000
2900,785000
840,355000
1940,446000
3490,830000
1940,324000
2490,500000
1390,745000
3940,1197000
1760,385000
2560,565000
2300,465000
1770,401000
2310,385000
2310,395000
2000,245000
1540,500000
2590,334000
980,550000
1730,216000
3070,340500
2100,375000
2080,600000
1890,375000
2000,536500
3030,599900
1110,750000
1650,355000
1410,590000
2140,680000
1860,429000
1170,581000
980,463800
7400,2983000
1650,443000
1480,276200
4060,630000
1370,570000
2480,979700
2030,730000
2200,268450
1770,490000
2550,808000
1250,350000
2390,695000
5730,1228000
1120,309950
1270,134000
2390,645500
1760,750000
2560,1399000
1820,344900
1840,601450
1810,575000
2470,405000
2520,518000
1600,265000
1280,180000
1590,285000
2000,433000
1780,399000
1700,565000
1970,406500
1940,420000
3290,965000
3500,1375000
3260,353950
4230,847700
1590,185000
1010,269000
1820,422800
870,379950
1620,525000
3980,810000
1630,209950
1230,439950
3510,554820
2160,359000
1020,242500
1590,330000
3440,740000
3020,630000
2280,750000
2790,695000
580,109000
2030,389000
850,447000
2480,1200000
1010,315000
2420,640000
2180,570000
1830,495000
2040,449500
2640,1084500
1060,294950
1640,170500
1190,312000
2180,350000
2120,690000
2210,375000
2510,575000
2500,646000
1560,239950
2510,400000
3060,455000
1310,240000
4260,3400000
2500,695000
670,304950
1840,650000
1480,402500
2420,482000
1820,655000
1940,577000
1630,350000
2520,415000
2120,396400
2490,654300
3410,774950
2380,855000
2490,1145000
1240,330000
1900,290000
2390,519500
1810,450000
4490,3120000
1620,265000
2640,359000
2870,2000000
3250,1050000
800,402500
1360,450000
1950,262500
1970,285000
2020,290000
2280,752500
3540,820000
1560,292000
750,213000
2240,400000
590,202000
690,484000
1580,617450
1040,250000
1880,405000
1070,325000
1860,301350
1550,425000
1860,460000
3090,938000
1720,348000
1260,435000
1120,227950
1250,425000
1810,550000
1890,347500
2020,397000
1790,410000
3190,780000
3030,1350000
1630,476000
1180,390000
1560,226500
1340,495000
2590,1500000
1020,385000
2370,535950
3170,910000
1120,465000
1440,495000
2170,250000
3490,1225000
1970,400000
2780,715000
2250,342000
1340,420000
1400,148226
1510,313000
1320,150000
820,150000
1080,230000
840,389100
2070,645000
1520,310000
1210,351358
3810,1700000
5370,1565000
1540,850000
2310,470000
1870,770000
1840,366000
2060,545000
1010,205000
1020,405000
2220,467000
1050,392500
3030,901000
1800,500000
1860,384950
4070,1700000
860,245000
3080,1165000
1280,184500
1540,269000
1530,570000
2350,850000
920,209000
1840,327000
1650,369500
1760,440000
3290,947500
1270,510000
1600,385000
2670,370000
1960,660000
3300,729000
2000,440000
2360,445000
1430,460000
2330,516000
2060,343888
2240,500000
2330,465000
2180,302000
1280,195000
2140,640000
2890,502000
1480,360000
1680,290500
2163,248000
2280,433000
820,480000
1330,410000
2310,309950
1290,253000
1630,280000
1410,440000
1240,333000
3100,759950
2020,345000
2500,350000
790,198000
2040,730000
1430,266200
2250,1060000
1070,95000
1300,430000
2560,650000
2190,379900
940,325000
1740,455000
2220,392000
1310,373000
2710,951250
1300,502000
1940,362500
1080,525000
2110,580000
1590,278000
910,422500
1590,783200
3290,715000
2010,472217
2060,244615
1560,385000
1120,549995
3550,959900
3300,510000
2000,367000
2680,375000
1290,500000
1290,489000
1150,340000
1880,562000
2400,489950
1920,652000
4350,472000
1910,333000
2000,560000
3290,799000
3480,860000
2410,449500
2820,692500
2710,925000
2080,267500
2200,396800
1180,220000
2120,892500
1460,455500
2110,743000
1790,338000
1340,332000
2460,563225
3760,1150000
1240,645000
2750,739000
2530,435000
3200,995000
2020,520000
3030,400000
2350,440000
1690,440000
1280,738000
1170,250000
2700,338150
1800,425000
3670,883000
2350,510000
3100,950000
1120,435000
1900,415000
1350,439000
1410,295832
1560,285000
1090,350000
1465,489000
1790,304500
1300,288000
1920,417000
1420,615000
3760,730000
930,178500
1580,300000
2170,415000
2040,452500
3430,1010000
2160,653000
2060,715000
1410,541000
1850,245000
1370,547000
3330,750000
1970,575000
1310,216000
1640,443000
1600,257700
1230,278000
2240,300000
2190,269100
990,402500
1010,306888
2920,795000
2310,525000
3470,1050000
1220,452000
1550,350000
2070,410000
2060,595000
1690,499000
2550,340000
3370,1065000
2230,460000
2382,345000
1620,280500
1140,704000
2140,545000
1900,335000
3370,1325000
2300,420000
2040,705000
1840,274900
2860,499950
1400,415250
990,222000
3120,375000
1640,300000
2820,456700
1970,925500
2840,375000
2370,420000
2610,575000
1340,335000
1300,428000
3340,655000
2630,738000
1960,415000
1090,392000
1550,555000
1770,260000
1390,392500
2979,912000
830,135000
1560,500000
1360,238000
1650,251000
1510,406500
3010,433495
1510,265000
1950,360000
1800,425000
2810,450000
1760,449900
2040,345000
1690,612500
1530,317000
1810,585000
1180,455000
4090,1035000
2250,497000
1070,226750
1820,385000
1080,205000
2760,745000
2550,371000
2080,545000
1280,443000
950,287000
1050,194000
1800,265000
3840,1135000
3674,699950
1710,433000
910,200000
1340,289571
2340,440000
1510,400000
2630,589000
3100,850000
940,520000
1370,555000
2480,470000
1068,207000
2390,379750
2170,709000
1520,240000
2210,445500
3200,1308000
1160,210000
2670,603000
2520,720000
760,92000
1310,600000
2750,725000
1790,409950
1790,515000
2400,495000
2420,998000
1710,630000
2000,410000
1580,602000
2310,750000
3580,711600
4320,1050000
2560,700500
3220,710000
1660,250000
2420,350000
2870,475000
830,200000
1710,450000
2600,316000
670,310000
1500,392000
1460,521000
1540,495000
1250,209000
2230,809950
1800,400000
2400,415000
2370,411000
1830,825000
1480,436000
2620,460000
1300,281000
3120,976000
2400,485000
1430,429000
2480,729000
2280,625000
1390,218500
1030,175000
1120,442500
1300,480000
2410,715500
1470,432500
4720,875000
2910,605000
5000,1688000
1690,318000
1000,311300
2400,325000
3330,795000
2060,558000
3090,370000
2350,598850
2180,515700
1870,458000
3530,583500
2460,653750
1650,299000
3480,532000
3176,819000
2420,945000
2260,608700
2380,812000
3400,464000
3770,950000
2672,700000
1180,435000
1810,229500
2610,1575000
1450,265000
1600,995000
2650,590000
2490,740000
850,360000
1820,548500
1960,599000
2350,615000
1320,292000
3720,899000
2210,500000
1910,580000
2840,580000
1320,594000
2440,500000
2420,550000
1180,275000
1820,390000
3760,1250000
1560,250000
1790,405000
1430,213950
1390,232000
990,207000
1880,310000
2520,540000
2060,750000
2150,392500
2500,305000
2390,735000
2400,575000
660,175000
1580,291000
3250,791500
1880,475000
1190,238950
1280,470000
2380,420000
2040,440000
1440,656000
2120,559950
990,600000
1710,255000
1840,210750
1150,485000
2250,390000
2460,405000
1540,462500
2210,435000
1440,440000
1790,299950
1120,440000
1260,312620
1180,372500
1730,297262
2250,735000
1550,430000
1070,241000
1460,201000
1060,570000
1840,538000
2440,729000
1700,331500
680,110700
1700,245000
2000,427000
2340,650500
1120,335900
1510,535000
2120,360000
1500,294900
1030,460000
5440,1769000
1150,463000
2420,332000
1750,199500
1750,247000
2170,442500
2540,600000
1690,449000
1600,725000
1060,215000
1990,582500
2210,305000
3090,734000
1050,300000
2550,525888
2095,711000
1520,360000
2750,357000
1200,235000
1830,550000
1160,324000
1750,420000
2400,450000
4140,825000
2115,272000
2580,481000
1220,500000
1630,448000
1350,480000
1690,475000
1700,472500
1890,291000
850,294000
2480,1013050
1690,442500
810,170000
3980,1582500
2580,665000
6085,1610000
2140,675000
1360,279900
1800,875000
1920,571000
860,320000
2340,525000
4040,1650000
1160,137900
1680,440000
1280,360000
1800,271000
4250,465000
2400,280000
940,283000
1110,411500
2420,282000
1850,535000
2020,554729
2020,868000
1830,427000
1920,455000
1280,595000
3130,400000
3920,770000
3100,742500
3220,1250000
1670,375000
2700,1557600
5461,545000
4400,1050000
2190,1565000
1200,178000
1470,262500
1650,730000
1840,395000
1210,355000
1870,299990
3890,1125000
2660,425000
1150,349000
1740,554950
2580,326000
1720,580000
2740,699000
2610,757000
1400,335000
2570,660000
2830,540000
2630,320000
1580,280000
1540,324000
2120,300000
1830,360000
2260,600000
2500,950000
1830,599950
1190,190000
2310,350000
1230,522000
2940,850000
1010,308000
2550,1020000
1480,397500
1460,186000
3110,436500
2140,710000
3450,1378600
1960,450000
1890,375000
2080,315000
1700,467500
1140,330000
3136,665000
2590,760000
1480,469000
1500,408000
2660,851000
1350,410000
860,235000
1000,207100
2480,560000
3860,903000
2140,998500
1820,268500
2220,494950
2660,1130000
1470,250000
2350,449000
2980,1225000
1870,325000
2430,506000
2790,751000
1370,280000
4470,1120000
2040,580000
2340,665000
2520,450000
1710,389900
1200,427000
1330,265000
1310,398000
3020,354000
2260,339950
790,399000
970,325000
2250,998800
1530,350000
1780,1000000
2120,561000
1500,245000
1500,570000
2390,845000
2390,314500
2920,650000
850,298000
930,500000
3340,870000
710,299000
2240,527000
1060,420000
2360,290000
3520,1662000
1730,499990
1170,315000
3680,425000
2900,630000
1290,365000
2010,774000
1490,368888
1930,339500
2240,344950
2320,450000
2990,814950
2200,299900
1500,315000
3860,880000
1430,195000
3750,910000
3100,540000
1870,306000
2040,272000
3700,1295000
3150,450000
1990,450000
1740,310000
2080,530000
2060,435000
1590,485000
1760,690000
1620,305000
1210,300000
2040,289950
2270,575000
6640,1820000
1060,219000
1940,265000
3070,1105000
930,200000
2180,545000
2130,378000
800,388000
2200,425000
1130,536000
1970,1175000
1680,629950
1470,465000
2390,545000
2300,592000
2280,446000
1330,375000
2640,632500
2430,459950
2470,485000
1440,255000
1320,251750
2810,725000
1370,460000
2000,625000
1980,530000
2050,394950
2320,324950
1960,330000
1910,220000
2030,685000
2210,500000
2610,368000
2520,825000
1840,660000
1570,253000
2400,392500
1930,605000
1160,215000
2820,650000
3060,877500
1320,232500
1200,234000
1560,380000
3070,420000
1040,399950
1990,256750
1690,535000
1810,515000
2520,770000
1570,256000
1680,489900
1250,165000
1280,220000
4620,575000
1580,375000
1650,422250
1660,420000
2410,608000
1720,620000
3120,850000
2680,463000
2640,750000
3730,1070000
1700,290000
2280,525000
1220,319000
3500,592500
2010,350000
2130,454900
1800,272000
1070,357500
1020,285000
1600,280000
1380,477000
3270,750000
2100,595000
2110,525000
1640,319000
1320,225000
2420,485000
1390,341000
2320,674000
2170,442250
2710,591000
1450,276000
1370,394000
1810,355000
1420,260000
2090,300000
2090,310000
1330,209000
1330,344950
1910,230000
2310,336950
2500,700000
1310,230000
2040,443500
2040,471000
2400,595000
1400,470000
1700,600000
3160,1381000
1340,427800
1470,445000
1790,382000
1560,577000
2620,427000
1580,255000
1090,240000
3240,1234582
2520,435000
2230,1450000
2430,425000
1020,393000
1810,264950
3460,746500
2020,450000
1410,229950
750,425000
5300,2555000
4380,1400000
2290,753000
720,310000
1200,395000
2620,725000
2120,295000
1580,225000
4160,1699000
1830,431000
2000,358500
980,595000
3040,468000
1740,260000
1450,375000
1560,295000
2050,403900
1760,269950
1740,640000
910,221000
1700,255000
2620,300000
1500,270000
1630,575000
1370,246900
1390,635000
1540,450000
1190,215000
4500,785000
2370,522500
1360,150000
870,199950
4850,3000000
3110,379900
3700,950000
3500,865000
1670,785000
1640,245700
3400,951000
2060,499950
1330,257000
2330,549000
3040,1600000
3700,1400000
1990,619000
2020,311000
2980,600000
3990,1080000
790,436000
1060,205000
2260,514000
1900,530000
3361,511000
3550,2100000
2740,370000
2040,500000
4070,710000
720,270000
2000,415000
4400,1800000
1300,236000
1420,278000
1540,312000
1540,539000
2360,498000
3720,857000
1690,780000
2300,650000
1650,559500
990,219950
2130,671500
3320,813000
1960,182000
770,203700
2010,740000
800,230000
910,128000
1200,345000
3570,663000
1820,329950
2930,1047500
1480,402300
3305,492000
2230,448000
1560,273000
1030,335000
2380,695000
1010,279000
2060,485000
2370,383000
2242,490000
1078,240000
890,285000
2700,524950
2450,729000
1420,460000
1280,687500
2910,1168000
2430,825000
1860,314950
1800,470000
1960,500000
1550,313000
840,445000
2080,300000
2210,619500
1210,305000
1350,874000
1860,477500
1940,700000
3400,515000
2240,590000
1170,205000
3130,310000
1510,442500
3740,1078500
2690,530000
1760,343500
2180,334900
1560,544300
1780,370000
1260,245000
1570,535000
740,202000
2020,490000
1500,651500
1670,270000
3620,1164000
1010,289000
1460,240000
1790,790000
1760,350000
1790,246950
1050,400000
2590,533000
1040,198400
4060,495000
3190,862000
3190,870000
2180,875000
2120,317000
2110,325000
1210,615000
2410,334950
1980,775000
2370,600000
1720,565000
750,292500
2510,825000
2577,495000
1540,525000
720,438600
1810,507000
1380,275900
2570,1170000
1690,275000
1420,355000
2130,233000
3000,666000
2150,317500
2280,420000
1560,290000
1880,320000
2320,650000
1010,325000
1120,165000
1560,500000
1860,443000
1150,213400
1920,480000
2490,275000
1460,299880
1820,499950
4290,1705000
2230,550000
2070,300000
2480,920000
4110,2300000
2290,620000
1220,253500
2620,978000
3190,387500
850,325000
1740,568000
2140,525000
2070,560000
1680,394000
1000,484950
3340,1295000
1260,315000
2430,590000
560,106000
3380,751000
1100,474000
1700,189000
1600,440500
2605,1017000
1850,589000
1830,273000
3050,950000
1240,277700
2100,299900
1250,235000
1230,464000
1690,281000
1520,320000
1890,282000
1990,745000
1480,245000
1480,250000
2120,470000
1480,216650
1250,440000
2010,590000
3150,935000
3010,848000
3920,827500
2880,1125000
2550,630000
1120,340000
3140,570000
4130,2750000
2990,514500
1120,360000
1570,228900
2210,660000
2390,647000
1520,366000
1830,354000
2640,850000
1740,496700
1550,300000
1040,390000
1640,350000
1640,561000
1260,475000
1170,275000
1590,290000
1750,199000
1770,279900
3530,1655000
2160,405000
2360,615000
1980,268000
1620,451000
2700,850000
3270,1180000
870,245000
840,450000
1340,370350
1540,543000
1650,265000
2630,497000
1880,419000
1980,545800
1500,403000
1230,195000
2520,1125000
1970,255000
1520,500000
2600,855000
2290,390000
1979,339000
2170,1325000
1820,429900
1200,370900
1210,457500
1970,499000
1040,225000
1920,615000
1020,455000
1660,458000
1670,580000
3810,966000
2020,240000
420,229050
1390,328500
2010,319000
1820,650000
1630,398500
800,250000
2270,815000
2290,1065000
2750,510000
590,156000
2570,254500
2050,760000
1610,210000
2140,349950
1730,676000
2440,475000
3220,880000
4330,1209000
1780,420000
1230,607000
2160,475000
1400,395000
1900,650000
2910,625000
2960,849000
2010,429950
3760,825000
1020,505000
1290,265000
890,283000
1620,560000
3360,765000
2930,610000
2940,589000
1080,192500
4560,3200000
1010,550000
1790,460000
2060,264500
1150,339000
4030,950000
2020,677500
2740,690000
1930,312000
2500,840000
2080,357500
1460,675000
3290,515000
1540,491234
1310,290000
2120,490000
2920,810000
1150,252000
2380,299999
2220,400000
3020,530000
2460,357000
1820,365000
2620,804000
1750,808250
2020,360000
1240,240000
1380,335000
1920,380000
1680,350000
1400,194000
1240,310000
1410,315000
1440,258950
1230,479000
1550,510000
1760,400000
5000,1450000
2140,680000
3510,1750000
2010,335000
3390,460000
2160,440000
1300,412250
1280,185000
1840,286500
3200,422000
2800,408000
1390,306500
2600,359900
1960,560000
1250,259875
1250,385000
550,188000
2500,1142000
1250,255000
3020,1185000
1640,635200
1870,355000
1760,544000
1320,402000
1430,575000
1580,216000
4170,1200000
3090,850000
1020,238000
2180,625000
3350,1110000
2510,820000
1880,355000
1810,495000
4170,1300000
2230,398750
3650,835000
2830,705000
2120,625000
2090,550000
2600,540000
830,519000
1975,311000
1900,305000
2640,395000
1610,275000
1770,450000
1070,324000
4590,2795000
1540,565000
1590,373000
1170,613000
2880,614000
2510,595000
1280,440000
1570,425000
740,407000
1740,472000
1180,472000
2960,1250000
1880,412000
1150,717000
1320,425000
1640,299999
1470,254000
900,178500
1510,800000
1440,420000
1380,319900
1150,350000
3610,968000
1250,491000
3510,948000
2260,900000
2840,270000
1430,198000
1420,250000
2120,615000
2080,550000
1370,190000
1900,629000
1660,434000
1310,415885
1840,550000
1040,272000
2610,665000
1990,510000
3080,530000
1200,355000
1250,255000
2640,790000
1790,695000
1140,255000
1790,410000
1910,650000
1530,675000
1050,332888
1730,300000
1100,320000
2100,342500
2800,752875
5000,1730000
880,255000
1470,244000
3950,1420000
980,218000
2180,359000
3040,840000
4130,900000
1850,205000
1600,205000
2070,500000
3180,510000
6900,1135000
2640,1545000
1920,210000
2030,597500
1140,400000
1660,412000
1390,299950
2490,1081000
2550,422500
1270,410000
2980,1400000
1470,245000
3550,720000
780,315000
1390,191950
2440,455000
1260,523000
1640,250000
1670,294000
2380,490000
1030,310000
1560,265000
1640,402000
2200,705000
3190,589450
1200,219950
2250,750000
1960,478000
1250,170000
2640,489950
2460,1370000
1700,319950
840,208417
1900,410000
2160,590000
1610,648000
1720,255000
2190,465000
3020,622000
1980,306000
1880,617000
1610,438750
3260,1280000
3970,995000
4570,1580000
2620,635000
1180,215000
1365,530000
720,295000
1350,245000
3060,400000
1850,303000
1320,330000
1990,700000
610,126000
2500,850000
1440,405000
2750,869900
1790,485000
1050,400000
1780,299950
2200,585000
1720,495000
5840,2200000
1520,447000
1320,206000
1070,500000
1990,302500
4980,1250000
890,391000
1440,250000
2440,435000
1800,160000
2260,451000
810,206000
2240,590000
4560,695000
1550,350000
3180,1236300
2950,395000
2190,419000
1570,592350
3420,855000
2420,771000
1570,325000
3680,1850000
1910,545000
1780,615000
2160,625500
1460,232000
1370,168000
1370,238000
1500,260000
1210,460000
2850,900000
1090,289950
1450,265000
1820,465000
1320,370000
1670,240000
1440,232000
980,237502
4340,1280000
2860,957000
1140,218000
1120,205000
1460,350000
2050,256000
1250,275000
2520,372000
2580,688888
1200,170000
2140,530000
3440,905000
1800,365000
1790,312000
1250,400000
800,278750
1410,510000
1330,527700
2890,740000
2550,512000
2880,362000
660,225000
1470,491500
1700,429950
1040,375000
880,199400
2490,364900
1210,324950
2080,467000
1380,380000
1620,250000
1680,700000
1330,206990
1730,670000
790,315000
2240,319950
1500,419000
1800,205000
1980,335000
1340,397000
750,370000
1790,330000
5490,1785000
1940,399000
2670,400000
1220,249900
1310,717000
1930,319000
2100,635000
1180,355000
4320,1600000
3140,585000
2320,320000
2110,305495
1790,240000
1740,199950
3820,1620000
2050,770000
1680,255000
1930,289000
3760,494500
2370,746000
2120,385000
2370,688100
2350,870300
1180,310000
2270,500000
1830,255000
3910,1475000
890,154500
1820,425000
2440,700000
1110,410500
1870,432000
1240,530000
1560,465000
1910,498688
2200,573500
2530,349900
1130,220000
820,260000
960,290000
1980,615000
3370,730000
7420,1950000
1800,332500
3990,650000
4070,1400000
1640,465000
3730,690000
1220,289900
3490,1620000
1730,339950
3430,367999
2320,380000
2030,440000
4850,975000
1340,309500
1130,350000
1180,215000
910,254000
1630,567000
710,402000
1520,365000
2820,625000
1970,432000
2240,335500
1860,672500
1780,336000
1788,294400
1880,541900
2300,505000
1610,255000
2270,435000
1230,636000
3420,655000
1670,280500
1120,520000
2580,354000
3847,810000
3630,400000
3580,879900
4050,1288000
3240,902500
1540,900000
2550,419500
2340,685000
2320,429950
1640,464950
910,239900
2550,406250
2660,447000
1480,466800
2810,674000
830,525000
3510,674950
2480,374900
3720,1443917
2150,559500
2370,522500
4310,1130000
2990,498500
1350,571000
2370,543000
1410,271920
1170,104950
1800,485500
3650,1210000
1490,260250
3610,875909
2050,455000
1092,309000
2010,229000
1680,250000
2510,600000
2280,535000
2510,571000
3190,1030000
4690,600000
1850,469500
4160,1150000
2220,785000
2870,872750
3950,900000
1740,350000
4780,2575000
3160,940000
1990,185000
3920,850000
960,201000
1540,499000
1970,315000
1880,509950
2000,286300
1990,590000
1400,325000
3190,625000
1000,378000
1670,239950
2100,550000
1010,325000
2030,831000
1090,249000
2440,484000
2500,395000
3420,839900
2850,760000
2030,750000
4590,3000000
2230,440000
1810,501000
4000,739000
1490,685650
4225,1005000
2120,980000
1030,275000
2310,319950
1830,448500
2120,437000
2500,330000
2470,365000
940,329000
3260,681500
1660,566000
4370,897500
2620,738000
1500,185000
910,445000
1430,175000
900,315000
1250,445000
3850,1400000
3450,832500
3950,771150
1950,225000
1700,389950
2370,435000
1600,845000
4060,1300000
